App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1M,"5,000,000+",Free,0,Mature 17+,Dating,"August 4, 2018",1.639,4.0 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24M,"100,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 and up
Clover Dating App,DATING,4.1,11633,23M,"500,000+",Free,0,Mature 17+,Dating,"July 24, 2018",2.5.1,4.1 and up
Black People Meet Singles Date,DATING,3.9,10212,5.0M,"1,000,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44M,"1,000,000+",Free,0,Mature 17+,Dating,"August 3, 2018",4.4B,4.1 and up
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27M,"10,000+",Free,0,Mature 17+,Dating,"August 3, 2018",1.308.us,4.1 and up
stranger chat - anonymous chat,DATING,3.5,13202,6.1M,"1,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 and up
"Blendr - Chat, Flirt & Meet",DATING,4.0,28671,Varies with device,"1,000,000+",Free,0,Mature 17+,Dating,"August 1, 2018",Varies with device,Varies with device
Free Dating Hook Up Messenger,DATING,3.3,1157,21M,"100,000+",Free,0,Mature 17+,Dating,"January 27, 2017",5.0.1,4.2 and up
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11M,"10,000,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
Once - Quality Matches Every day,DATING,4.4,222888,21M,"1,000,000+",Free,0,Mature 17+,Dating,"July 17, 2018",2.45,4.1 and up
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24M,"100,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31M,"500,000+",Free,0,Mature 17+,Dating,"July 3, 2018",4.5.5,4.1 and up
Howlr,DATING,3.9,105,27M,"5,000+",Free,0,Mature 17+,Dating,"June 19, 2018",1.0.4,4.4 and up
Stranger Chat & Date,DATING,3.6,3414,6.2M,"500,000+",Free,0,Mature 17+,Dating,"June 6, 2018",1.2.1,4.1 and up
Free Dating & Flirt Chat - Choice of Love,DATING,4.0,42194,Varies with device,"5,000,000+",Free,0,Mature 17+,Dating,"July 24, 2018",Varies with device,Varies with device
RandoChat - Chat roulette,DATING,3.6,11806,12M,"1,000,000+",Free,0,Mature 17+,Dating,"June 26, 2018",4.0.18,4.0.3 and up
BeWild Free Dating & Chat App,DATING,3.4,1999,8.0M,"100,000+",Free,0,Mature 17+,Dating,"February 3, 2017",1.6.5,4.2 and up
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 10, 2018",1.230,4.0.3 and up
OurTime Dating for Singles 50+,DATING,3.4,2519,5.0M,"100,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
FarmersOnly Dating,DATING,3.0,1146,1.4M,"100,000+",Free,0,Mature 17+,Dating,"February 25, 2016",2.2,4.0 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40M,"500,000+",Free,0,Mature 17+,Dating,"June 25, 2018",4.1.2,4.0.3 and up
Christian Dating For Free App,DATING,3.9,8722,13M,"500,000+",Free,0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up
Just She - Top Lesbian Dating,DATING,1.9,953,19M,"100,000+",Free,0,Mature 17+,Dating,"July 18, 2018",6.3.7,5.0 and up
Single Parent Meet #1 Dating,DATING,3.5,2593,5.0M,"500,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27M,"100,000+",Free,0,Mature 17+,Dating,"July 30, 2018",6.4.6,4.1 and up
InterracialCupid - Interracial Dating App,DATING,3.4,212,3.0M,"50,000+",Free,0,Mature 17+,Dating,"June 13, 2018",2.3.0.1781,5.0 and up
Sugar Mommas Dating And Single Search,DATING,3.5,1972,13M,"1,000,000+",Free,0,Mature 17+,Dating,"May 12, 2018",4.3,4.1 and up
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2M,"1,000,000+",Free,0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25M,"100,000+",Free,0,Mature 17+,Dating,"July 24, 2018",3.8.75a,4.0.3 and up
NoBuffDating - Free Dating App,DATING,4.2,1939,Varies with device,"100,000+",Free,0,Mature 17+,Dating,"January 8, 2017",1.0.0,4.0 and up
Sugar Daddy Dating App,DATING,2.5,277,5.7M,"100,000+",Free,0,Mature 17+,Dating,"December 4, 2017",3.0.0,4.1 and up
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",Free,0,Teen,Dating,"November 6, 2017",1.0,4.0.3 and up
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825,Varies with device,"100,000+",Free,0,Mature 17+,Dating,"December 28, 2017",1.0.5,4.0 and up
"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,6.5M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
SnpCupid Dating,DATING,3.5,1093,5.8M,"100,000+",Free,0,Mature 17+,Dating,"January 28, 2017",1.6.6,4.2 and up
"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135418,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",Varies with device,Varies with device
Adult Dating - AdultFinder,DATING,3.3,1601,3.8M,"500,000+",Free,0,Mature 17+,Dating,"February 1, 2017",1.5,4.1 and up
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41M,"100,000+",Free,0,Mature 17+,Dating,"June 20, 2018",2.0.5,4.0.3 and up
"Meet24 - Love, Chat, Singles",DATING,4.2,57081,7.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
BBWCupid - BBW Dating App,DATING,3.5,241,2.8M,"50,000+",Free,0,Mature 17+,Dating,"June 1, 2018",2.2.0.1748,5.0 and up
ChatVideo Meet new people,DATING,4.2,63986,20M,"5,000,000+",Free,0,Mature 17+,Dating,"May 31, 2018",3.0.15,4.0 and up
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15M,"500,000+",Free,0,Mature 17+,Dating,"April 29, 2018",2.4.0,4.1 and up
Black White Interracial Dating - Interracial Match,DATING,4.1,535,28M,"100,000+",Free,0,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 and up
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6M,"100,000+",Free,0,Mature 17+,Dating,"August 3, 2018",1.55,4.1 and up
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13M,"500,000+",Free,0,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up
OkCupid Dating,DATING,4.1,285726,15M,"10,000,000+",Free,0,Mature 17+,Dating,"July 30, 2018",11.10.1,4.1 and up
CMB Free Dating App,DATING,4.0,48845,40M,"1,000,000+",Free,0,Mature 17+,Dating,"August 1, 2018",4.19.0.2320,4.4 and up
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56M,"100,000+",Free,0,Mature 17+,Dating,"August 1, 2018",2.5.2,4.1 and up
Hinge: Dating & Relationships,DATING,4.2,7779,12M,"500,000+",Free,0,Mature 17+,Dating,"August 3, 2018",6.1.3,5.0 and up
The League,DATING,3.0,837,9.4M,"100,000+",Free,0,Mature 17+,Dating,"July 16, 2018",1.15.0,4.4 and up
BBW Dating & Plus Size Chat,DATING,4.4,12632,29M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11M,"5,000,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up
Clover Dating App,DATING,4.1,11633,23M,"500,000+",Free,0,Mature 17+,Dating,"July 24, 2018",2.5.1,4.1 and up
"Moco - Chat, Meet People",DATING,4.2,313724,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,"August 4, 2018",2.6.141,4.1 and up
"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,27M,"10,000+",Free,0,Mature 17+,Dating,"August 1, 2018",6.4.1,4.1 and up
Hot or Not - Find someone right now,DATING,4.1,305708,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,"August 2, 2018",Varies with device,Varies with device
Just She - Top Lesbian Dating,DATING,1.9,953,19M,"100,000+",Free,0,Mature 17+,Dating,"July 18, 2018",6.3.7,5.0 and up
Heart mill,DATING,3.3,4631,45M,"100,000+",Free,0,Mature 17+,Dating,"August 4, 2018",5.2.14,5.0 and up
Once - Quality Matches Every day,DATING,4.4,222888,21M,"1,000,000+",Free,0,Mature 17+,Dating,"July 17, 2018",2.45,4.1 and up
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40M,"500,000+",Free,0,Mature 17+,Dating,"June 25, 2018",4.1.2,4.0.3 and up
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25M,"100,000+",Free,0,Mature 17+,Dating,"July 24, 2018",3.8.75a,4.0.3 and up
95Live -SG#1 Live Streaming App,DATING,4.1,4953,15M,"1,000,000+",Free,0,Teen,Dating,"August 1, 2018",8.7.2,4.2 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24M,"100,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 and up
"Blendr - Chat, Flirt & Meet",DATING,4.0,28671,Varies with device,"1,000,000+",Free,0,Mature 17+,Dating,"August 1, 2018",Varies with device,Varies with device
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11M,"10,000,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
Mutual - LDS Dating,DATING,3.7,1439,38M,"50,000+",Free,0,Mature 17+,Dating,"July 30, 2018",1.1.46,4.2 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645,31M,"500,000+",Free,0,Mature 17+,Dating,"July 3, 2018",4.5.5,4.1 and up
stranger chat - anonymous chat,DATING,3.5,13204,6.1M,"1,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,853,27M,"100,000+",Free,0,Mature 17+,Dating,"July 30, 2018",6.4.6,4.1 and up
2RedBeans,DATING,4.0,337,32M,"10,000+",Free,0,Mature 17+,Dating,"July 31, 2018",2.8.0,4.3 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
"SweetRing - Meet, Match, Date",DATING,4.0,51698,63M,"1,000,000+",Free,0,Mature 17+,Dating,"July 26, 2018",3.0.0,4.0.3 and up
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44M,"100,000+",Free,0,Mature 17+,Dating,"August 2, 2018",3.4.1.1,4.1 and up
"Moco+ - Chat, Meet People",DATING,4.2,1546,Varies with device,"10,000+",Paid,$3.99,Mature 17+,Dating,"June 19, 2018",2.6.139,4.1 and up
SilverSingles: The 50+ Dating App,DATING,3.3,149,16M,"10,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up
Herpes Positive Singles Dating,DATING,4.4,198,28M,"10,000+",Free,0,Mature 17+,Dating,"May 18, 2018",5.5.7,4.1 and up
"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135420,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",Varies with device,Varies with device
"FastMeet: Chat, Dating, Love",DATING,4.2,22545,5.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up
Christian Dating For Free App,DATING,3.9,8723,13M,"500,000+",Free,0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up
Glam - Premium Dating App,DATING,4.3,23170,9.0M,"500,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.5.4.0,4.1 and up
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,20M,"500,000+",Free,0,Mature 17+,Dating,"June 19, 2018",4.9.2 (Oasis),4.2 and up
"Meet24 - Love, Chat, Singles",DATING,4.2,57083,7.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
Black White Interracial Dating - Interracial Match,DATING,4.1,537,28M,"100,000+",Free,0,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 and up
JustDating,DATING,4.0,13440,49M,"500,000+",Free,0,Mature 17+,Dating,"August 3, 2018",3.10.5,4.0.3 and up
Interracial Match Dating App,DATING,3.6,143,27M,"10,000+",Free,0,Mature 17+,Dating,"July 23, 2018",2.2.7,4.1 and up
Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,18M,"100,000+",Free,0,Mature 17+,Dating,"July 26, 2018",1.17,4.2 and up
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14M,"100,000+",Free,0,Mature 17+,Dating,"July 17, 2018",3.1.3,4.1 and up
Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191,27M,"500,000+",Free,0,Mature 17+,Dating,"July 12, 2018",0.0.73,4.1 and up
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41M,"100,000+",Free,0,Mature 17+,Dating,"June 20, 2018",2.0.5,4.0.3 and up
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,38M,"1,000,000+",Free,0,Mature 17+,Dating,"July 26, 2018",4.7.6,4.1 and up
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",Free,0,Teen,Dating,"November 6, 2017",1.0,4.0.3 and up
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",Free,0,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,7.2M,"1,000,000+",Free,0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up
Hitwe - meet people and chat,DATING,4.2,243950,21M,"10,000,000+",Free,0,Mature 17+,Dating,"May 10, 2018",4.3.2,4.1 and up
A hundred,DATING,4.1,236,8.8M,"10,000+",Free,0,Mature 17+,Dating,"March 29, 2018",3.9.2,4.0.3 and up
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,38M,"100,000+",Free,0,Mature 17+,Dating,"July 26, 2018",3.6.3,4.1 and up
FERZU - Furries Social Network,DATING,3.9,1576,Varies with device,"10,000+",Free,0,Mature 17+,Dating,"February 16, 2018",4.4.1,4.1 and up
WannaMeet – Dating & Chat App,DATING,4.1,6701,11M,"1,000,000+",Free,0,Mature 17+,Dating,"June 29, 2018",5.16.2,4.0.3 and up
"Meet4U - Chat, Love, Singles!",DATING,4.2,40039,6.5M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
Luxy Pro- Elite Dating Single,DATING,3.9,742,26M,"50,000+",Free,0,Mature 17+,Dating,"April 7, 2018",5.3.3.13289,4.0.3 and up
Dating Network,DATING,4.0,187,19M,"10,000+",Free,0,Mature 17+,Dating,"July 26, 2018",1.17,4.2 and up
"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,4.2,2506,6.1M,"500,000+",Free,0,Mature 17+,Dating,"June 15, 2017",3.0.0,4.0 and up
"iPair-Meet, Chat, Dating",DATING,4.5,182986,77M,"5,000,000+",Free,0,Mature 17+,Dating,"August 2, 2018",5.0.8,4.1 and up
"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661,9.5M,"1,000,000+",Free,0,Mature 17+,Dating,"April 3, 2018",0.1.11,4.0 and up
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",Free,0,Mature 17+,Dating,"July 29, 2018",1.4.0,4.4 and up
O-Star,DATING,4.4,59,38M,"5,000+",Free,0,Everyone,Dating,"July 19, 2018",1.0.1,4.3 and up
Free Cam Girls - Live Webcam,DATING,3.5,35,16M,"1,000+",Free,0,Mature 17+,Dating,"July 16, 2018",2.4,4.0.3 and up
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4M,500+,Free,0,Everyone,Dating,"July 16, 2018",2.5,4.0.3 and up
Live Girls Talk - Free Video Chat,DATING,4.8,125,4.7M,"5,000+",Free,0,Mature 17+,Dating,"July 8, 2018",8.2,4.0.3 and up
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0M,"10,000+",Free,0,Mature 17+,Dating,"July 16, 2018",8.2,4.0.3 and up
Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9M,100+,Free,0,Mature 17+,Dating,"July 24, 2018",1.0,4.0.3 and up
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9M,"10,000+",Free,0,Mature 17+,Dating,"July 9, 2018",8.2,4.0.3 and up
Random Video Chat,DATING,NaN,3,16M,"1,000+",Free,0,Mature 17+,Dating,"July 15, 2018",4.20,4.0.3 and up
MouseMingle,DATING,2.7,3,3.9M,100+,Free,0,Mature 17+,Dating,"July 17, 2018",1.0.0,4.4 and up
American Girls Mobile Numbers,DATING,5.0,5,4.4M,"1,000+",Free,0,Mature 17+,Dating,"July 17, 2018",3.0,4.0.3 and up
Random Video Chat App With Strangers,DATING,NaN,3,4.8M,"1,000+",Free,0,Mature 17+,Dating,"July 17, 2018",1.,4.0 and up
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84,4.5M,"1,000+",Free,0,Mature 17+,Dating,"July 6, 2018",8.2,4.0.3 and up
Awake Dating,DATING,5.0,2,70M,100+,Free,0,Mature 17+,Dating,"July 24, 2018",2.2.9,4.4 and up
Live Chat - Free Video Chat Rooms,DATING,4.8,20,4.9M,500+,Free,0,Mature 17+,Dating,"July 15, 2018",8.2,4.0.3 and up
Meet With Strangers: Video Chat & Dating,DATING,NaN,2,3.7M,500+,Free,0,Mature 17+,Dating,"July 16, 2018",1.,4.0 and up
FREE LIVE TALK,DATING,4.9,776,4.9M,"5,000+",Free,0,Mature 17+,Dating,"July 14, 2018",8.2,4.0.3 and up
Random Chat App with Strangers,DATING,3.0,2,16M,100+,Free,0,Mature 17+,Dating,"July 17, 2018",2.5,4.0.3 and up
Ost. Zombies Cast - New Music and Lyrics,DATING,NaN,1,4.6M,100+,Free,0,Teen,Dating,"July 20, 2018",1.0,4.0.3 and up
Dating White Girls,DATING,NaN,0,3.6M,50+,Free,0,Mature 17+,Dating,"July 20, 2018",1.0,4.0 and up
Live Chat - Free Video Talk,DATING,4.7,14,21M,"5,000+",Free,0,Mature 17+,Dating,"August 3, 2018",1.3,4.1 and up
Geeks Dating,DATING,NaN,0,13M,50+,Free,0,Mature 17+,Dating,"July 10, 2018",1.0,4.1 and up
Live chat - free video chat,DATING,NaN,1,8.7M,500+,Free,0,Mature 17+,Dating,"July 23, 2018",3.52,4.0.3 and up
House party - live chat,DATING,1.0,1,9.2M,10+,Free,0,Mature 17+,Dating,"July 31, 2018",3.52,4.0.3 and up
Fishing Brain & Boating Maps Marine,DATING,NaN,3,6.9M,500+,Free,0,Everyone,Dating,"July 23, 2018",1.0,4.0.3 and up
CAM5678 Video Chat,DATING,NaN,0,39M,500+,Free,0,Mature 17+,Dating,"July 13, 2018",5.5.8,4.0.3 and up
Video chat live advices,DATING,NaN,0,8.0M,100+,Free,0,Everyone,Dating,"July 10, 2018",1.0,3.0 and up
chat live chat,DATING,NaN,24,3.9M,"1,000+",Free,0,Mature 17+,Dating,"July 26, 2018",1.0,4.0 and up
Pet Lovers Dating,DATING,NaN,0,14M,10+,Free,0,Mature 17+,Dating,"July 9, 2018",1.0,4.1 and up
Friend Find: free chat + flirt dating app,DATING,NaN,23,11M,100+,Free,0,Mature 17+,Dating,"July 31, 2018",1.0,4.4 and up
Latin Dating,DATING,NaN,0,13M,10+,Free,0,Mature 17+,Dating,"July 9, 2018",1.0,4.1 and up
Spine- The dating app,DATING,5.0,5,9.3M,500+,Free,0,Teen,Dating,"July 14, 2018",4.0,4.0.3 and up
Online Chat Girls Meet,DATING,4.7,18,5.0M,500+,Free,0,Mature 17+,Dating,"July 25, 2018",8.2,4.0.3 and up
Wifi Mingle,DATING,NaN,0,10.0M,10+,Free,0,Everyone,Dating,"July 27, 2018",1.3,4.4 and up
Girls Live Talk - Free Text and Video Chat,DATING,5.0,6,5.0M,100+,Free,0,Mature 17+,Dating,"August 1, 2018",8.2,4.0.3 and up
Soy Luna - Top Music And Lyrics,DATING,NaN,1,5.0M,100+,Free,0,Teen,Dating,"July 24, 2018",1.0,4.0.3 and up
When Will You Get Married,DATING,NaN,2,3.6M,10+,Free,0,Everyone,Dating,"July 14, 2018",1.0,4.0.3 and up
HOW TO ASK A GIRL OUT,DATING,NaN,0,19M,10+,Free,0,Everyone,Dating,"July 16, 2018",1.0,4.0.3 and up
Online Girls Chat Group,DATING,5.0,5,5.0M,100+,Free,0,Mature 17+,Dating,"August 2, 2018",8.2,4.0.3 and up
The DJ - Match with People,DATING,NaN,0,9.8M,50+,Free,0,Mature 17+,Dating,"August 2, 2018",1.2,4.1 and up
Toronto Dating,DATING,NaN,0,14M,100+,Free,0,Mature 17+,Dating,"July 12, 2018",1.0,4.1 and up
i miss you quotes and photos,DATING,NaN,0,5.0M,100+,Free,0,Everyone,Dating,"July 22, 2018",1.0.7,4.0 and up
JoJo Siwa Top Hits Music,DATING,NaN,0,4.9M,10+,Free,0,Teen,Dating,"July 26, 2018",1.0,4.0.3 and up
UK Girls Mobile Numbers,DATING,3.0,1,5.5M,500+,Free,0,Mature 17+,Dating,"July 19, 2018",1.0,4.0.3 and up
chat saudi arabia,DATING,4.1,11,11M,"1,000+",Free,0,Mature 17+,Dating,"July 14, 2018",1.1,4.0 and up
Chat Click - Dating Search,DATING,NaN,4,3.8M,500+,Free,0,Mature 17+,Dating,"July 11, 2018",1.0,3.0 and up
Iraq love chat,DATING,NaN,14,5.0M,50+,Free,0,Teen,Dating,"August 3, 2018",8.2,4.0.3 and up
Healthy Relationships Guide,DATING,NaN,0,8.2M,1+,Free,0,Everyone,Dating,"July 31, 2018",2.0,4.0.3 and up
following,DATING,NaN,1,21M,10+,Free,0,Mature 17+,Dating,"July 24, 2018",1.0.3,4.2 and up
Gods by Night,DATING,NaN,104,12M,"1,000+",Free,0,Mature 17+,Dating,"July 22, 2018",3.5.4.2.3,4.1 and up
PlusOne,DATING,NaN,0,10M,1+,Free,0,Mature 17+,Dating,"July 17, 2018",1.1.1,4.2 and up
Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,NaN,14,3.3M,50+,Free,0,Everyone,Dating,"July 30, 2018",1.6,4.1 and up
Speeding Joyride & Car Meet App,DATING,5.0,3,25M,100+,Free,0,Mature 17+,Dating,"July 20, 2018",1.2.9,4.1 and up
LOBSTR - go on a lunch date,DATING,3.7,101,15M,"10,000+",Free,0,Mature 17+,Dating,"July 24, 2018",2,4.1 and up
Titanic App - Feminist Dating Application,DATING,4.5,120,10M,500+,Free,0,Mature 17+,Dating,"August 4, 2018",1.5-beta,5.0 and up
French Chat Room,DATING,4.2,24,4.9M,"1,000+",Free,0,Mature 17+,Dating,"July 11, 2018",1.0,4.0.3 and up
Soul Mate,DATING,NaN,0,4.4M,10+,Free,0,Mature 17+,Dating,"July 19, 2018",4.5.0,4.0.3 and up
Diamond Engagement Rings,DATING,NaN,0,3.5M,5+,Free,0,Everyone,Dating,"July 12, 2018",6.1,4.0 and up
Dating Tips For Men,DATING,NaN,0,7.8M,10+,Free,0,Everyone,Dating,"July 9, 2018",3.0,4.0.3 and up
Halalguur,DATING,4.3,6,9.0M,100+,Free,0,Mature 17+,Dating,"July 26, 2018",3.7,4.0.3 and up
95Live -SG#1 Live Streaming App,DATING,4.1,4954,15M,"1,000,000+",Free,0,Teen,Dating,"August 1, 2018",8.7.2,4.2 and up
Just She - Top Lesbian Dating,DATING,1.9,954,19M,"100,000+",Free,0,Mature 17+,Dating,"July 18, 2018",6.3.7,5.0 and up
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2560,56M,"100,000+",Free,0,Mature 17+,Dating,"August 1, 2018",2.5.2,4.1 and up
O-Star,DATING,4.4,59,38M,"5,000+",Free,0,Everyone,Dating,"July 19, 2018",1.0.1,4.3 and up
Random Video Chat,DATING,NaN,3,16M,"1,000+",Free,0,Mature 17+,Dating,"July 15, 2018",4.20,4.0.3 and up
Black People Meet Singles Date,DATING,3.9,10212,5.0M,"1,000,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
Howlr,DATING,3.9,105,27M,"5,000+",Free,0,Mature 17+,Dating,"June 19, 2018",1.0.4,4.4 and up
Find Lover,DATING,NaN,21,4.7M,"1,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.0.2,4.0.3 and up
Free Dating & Flirt Chat - Choice of Love,DATING,4.0,42197,Varies with device,"5,000,000+",Free,0,Mature 17+,Dating,"July 24, 2018",Varies with device,Varies with device
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4M,500+,Free,0,Everyone,Dating,"July 16, 2018",2.5,4.0.3 and up
Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9M,100+,Free,0,Mature 17+,Dating,"July 24, 2018",1.0,4.0.3 and up
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5168,25M,"100,000+",Free,0,Mature 17+,Dating,"July 24, 2018",3.8.75a,4.0.3 and up
BBW Dating & Plus Size Chat,DATING,4.4,12633,29M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up
"2Date Dating App, Love and matching",DATING,4.4,41605,8.1M,"500,000+",Free,0,Mature 17+,Dating,"July 26, 2018",4.813,4.0.3 and up
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",Free,0,Mature 17+,Dating,"July 29, 2018",1.4.0,4.4 and up
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",Free,0,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up
MouseMingle,DATING,2.7,3,3.9M,100+,Free,0,Mature 17+,Dating,"July 17, 2018",1.0.0,4.4 and up
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2433,13M,"500,000+",Free,0,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up
Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0M,"10,000+",Free,0,Mature 17+,Dating,"July 16, 2018",8.2,4.0.3 and up
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",Free,0,Teen,Dating,"November 6, 2017",1.0,4.0.3 and up
